City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
san cristobal,33,AU,1567633216,87,-32.72,152.14,64.0,4.7
taltal,100,IS,1567633216,90,63.44,-20.27,51.71,14.38
illapel,80,NO,1567633216,76,70.03,20.97,50.63,17.47
praia da vitoria,75,US,1567633077,55,61.22,-149.89,62.6,8.05
foki,0,AU,1567633216,29,-20.07,146.27,58.37,4.63
rameshki,0,AF,1567633217,31,34.35,62.22,71.6,13.87
tommot,20,MA,1567633217,83,35.17,-2.93,77.0,4.7
pullman,56,ID,1567633217,97,-5.36,104.98,67.91,0.58
horsham,77,ML,1567633217,16,22.68,-3.98,104.81,8.16
vallenar,40,BQ,1567633217,74,12.15,-68.27,86.0,20.8
bako,90,CA,1567633218,72,55.1,-105.3,59.0,9.17
sept-iles,100,RU,1567633218,90,70.0,135.55,43.07,3.2
moose factory,0,AR,1567633218,40,-29.41,-66.86,50.63,7.36
kununurra,20,PT,1567633031,73,37.73,-25.67,71.01,12.75
bud,100,RU,1567633218,96,63.9,122.77,45.23,5.08
flin flon,75,RU,1567633219,45,43.76,44.23,68.0,6.71
mul,100,RU,1567633219,99,59.7,150.17,49.73,5.73
teya,20,SA,1567633219,15,17.54,44.22,87.8,2.24
bandarbeyla,40,HN,1567633219,53,15.09,-87.97,95.0,14.99
gualaquiza,0,BY,1567633220,78,52.05,29.27,54.95,4.9
vestmannaeyjar,85,RU,1567633220,98,57.02,82.07,41.99,3.0
qaqortoq,0,RU,1567633220,34,47.41,42.76,65.03,13.89
mgandu,41,ID,1567633220,94,-7.37,108.54,66.47,1.59
umm kaddadah,100,GY,1567633220,90,8.2,-59.78,81.41,4.18
mantua,0,CF,1567633221,100,4.39,18.55,71.6,1.66
rio gallegos,0,AR,1567633221,40,-31.4,-58.02,55.99,7.0
pulsano,82,GA,1567633221,89,-3.44,10.65,73.49,11.45
san quintin,28,CG,1567633221,87,-4.77,11.87,72.59,10.56
cabo san lucas,5,GL,1567633168,71,60.72,-46.03,50.0,13.87
sao joao da barra,0,RU,1567633221,82,59.08,159.95,47.93,16.22
kidodi,75,MX,1567633148,59,17.78,-94.63,91.4,11.41
clovis,0,PE,1567633222,88,-11.1,-77.61,61.25,10.4
poum,100,CL,1567633222,73,-31.63,-71.17,54.77,7.38
guerrero negro,0,MK,1567633222,53,41.28,20.71,58.19,3.67
esperance,75,LR,1567633222,94,6.33,-10.8,77.0,9.1
victoria,75,PT,1567633223,83,38.73,-27.07,71.6,20.67
yellowknife,20,MG,1567633223,83,-16.11,46.64,71.6,2.24
manzil salim,100,NG,1567633223,66,12.22,4.38,84.11,14.67
soma,20,SA,1567633223,23,26.33,43.97,93.2,9.17
helong,100,IN,1567633223,87,15.23,75.58,71.33,16.22
greenwood,75,NP,1567633224,100,27.71,85.32,68.0,5.82
goderich,100,IN,1567633224,68,9.28,79.3,82.85,18.59
longyearbyen,20,TN,1567633224,63,35.86,8.48,66.2,4.7
havre-saint-pierre,14,GL,1567633224,77,61.99,-49.67,43.25,9.15
nantucket,75,JP,1567633224,94,36.66,137.31,73.4,1.12
palora,94,BO,1567633225,30,-20.46,-66.82,56.03,15.12
tasiilaq,76,BF,1567633225,76,12.29,-0.73,78.71,4.23
bodden town,75,BO,1567633225,44,-21.7,-64.2,68.0,11.41
ojinaga,75,US,1567633225,58,21.32,-158.01,89.6,12.75
ancud,0,UA,1567633225,80,47.63,30.98,56.39,5.59
thinadhoo,100,PH,1567633226,88,18.61,121.17,73.85,5.21
kodiak,90,OM,1567633226,88,17.01,54.1,80.6,3.36
burnie,67,CD,1567633226,75,-2.95,25.92,75.29,0.87
pucara,89,SA,1567633226,59,21.43,39.83,84.47,5.26
san rafael,93,PE,1567633226,56,-13.64,-72.88,60.17,10.02
dunedin,69,BF,1567633227,66,14.45,-0.24,78.89,15.79
antofagasta,96,BR,1567633227,22,-10.43,-62.48,100.13,2.57
shahr-e babak,75,MY,1567633227,94,6.2,102.17,75.2,3.36
buchanan,100,VE,1567633227,82,8.92,-67.43,85.37,4.0
pascagoula,75,US,1567633027,88,41.49,-71.31,79.0,8.05
vilhena,75,MY,1567633227,94,2.29,111.83,73.4,1.12
ambatondrazaka,99,AR,1567633228,53,-43.3,-65.11,39.47,9.62
dingle,0,CN,1567633228,70,38.3,116.85,64.67,2.33
labuhan,0,IR,1567633228,24,33.12,46.17,71.6,2.24
narsaq,25,ML,1567632947,31,16.42,-3.66,96.53,4.99
san juan,40,SY,1567633228,78,35.36,35.93,75.2,5.82
otaru,63,PG,1567633228,85,-2.02,147.27,79.25,9.42
marawi,0,BR,1567633229,92,-11.81,-37.61,70.43,4.18
emba,0,CA,1567633229,45,60.75,-137.51,53.69,5.97
west richland,100,IN,1567633229,96,20.82,77.97,75.11,10.89
shetpe,100,KZ,1567633229,65,51.81,68.36,50.63,13.42
domanivka,0,AU,1567633229,87,-32.59,151.78,64.0,4.7
fare,1,US,1567633230,21,29.56,-104.41,93.2,11.41
kruisfontein,75,BR,1567633230,88,-5.92,-35.27,75.2,10.29
albany,40,GE,1567633230,94,41.96,42.96,68.0,4.7
mazyr,64,BR,1567633230,34,-8.36,-42.25,85.37,4.61
ostrovnoy,1,US,1567633231,27,46.3,-119.35,86.0,4.25
hastings,100,IN,1567633231,80,10.57,72.64,82.49,17.9
maragogi,20,PF,1567633231,62,-17.83,-149.27,84.2,6.93
kaka,0,TM,1567633231,42,37.35,59.62,67.91,4.65
aswan,0,AU,1567633231,94,-41.05,145.91,35.87,2.95
sorland,29,MX,1567633232,85,30.85,-116.07,70.07,14.56
ilulissat,0,SE,1567633232,81,62.49,17.33,54.0,5.82
nouadhibou,84,GM,1567633232,70,13.79,-15.05,83.93,10.51
yekaterinogradskaya,0,MZ,1567633232,45,-15.62,30.4,64.13,0.51
khani,100,RU,1567633233,88,66.32,-179.17,38.39,12.37
kazachinskoye,0,DE,1567633233,48,51.84,11.77,68.0,3.36
jacmel,2,IS,1567633233,77,64.25,-15.21,33.17,8.72
rocha,100,PG,1567633233,78,-9.07,143.21,73.31,7.38
songjianghe,0,CN,1567633233,30,39.73,98.49,68.09,4.88
conceicao do araguaia,75,NO,1567633234,81,62.91,6.91,53.6,16.11
upernavik,99,PH,1567633234,79,16.29,119.81,83.57,26.15
providencia,75,CN,1567633234,100,34.9,108.95,66.2,3.76
liwale,100,NZ,1567633234,97,-44.49,171.21,52.0,1.92
szydlowiec,0,RO,1567633235,76,45.3,21.89,57.0,3.15
port hedland,66,PY,1567633235,62,-26.98,-56.83,60.89,9.35
half moon bay,100,NZ,1567633235,99,-39.64,176.84,55.85,4.27
pevek,1,US,1567633235,21,46.73,-117.17,87.01,11.41
airai,98,RU,1567633235,82,46.45,135.83,58.91,4.5
komsomolskiy,0,TR,1567633236,68,41.38,33.78,51.71,1.63
weligama,99,CN,1567633236,94,26.59,101.72,64.67,0.74
saldanha,19,AU,1567633236,100,-31.43,152.91,57.0,1.12
port augusta,4,TZ,1567633236,89,-9.8,37.92,63.41,7.61
nikolskoye,0,AR,1567633237,52,-45.87,-67.48,41.0,9.17
mayskiy,20,BR,1567633237,26,-12.74,-60.15,95.0,6.93
richards bay,28,RU,1567633237,97,60.06,69.92,44.33,3.24
kastamonu,5,IT,1567633237,78,41.78,15.44,71.6,10.29
sabaudia,100,JP,1567633237,82,39.28,141.86,57.29,1.9
truro,90,MX,1567633238,43,23.99,-104.67,73.0,13.87
cittadella,0,AU,1567633238,75,-31.65,116.67,44.6,2.24
sumbe,75,CO,1567633238,38,4.91,-75.23,89.6,9.17
nandi,75,TW,1567633238,94,22.97,120.29,82.0,4.7
hualmay,90,BO,1567633238,100,-11.08,-66.08,73.4,28.86
margate,0,CA,1567633239,40,49.09,-118.68,79.0,3.0
